ticker,strategy,region,latest_signal,latest_signal_date,final_price,total_return,buy_hold_return
9983.T,VWAP,Asia,SELL,2023-01-16,81540.0,-0.12329209173957152,2.024250226664036
9983.T,Supertrend,Asia,BUY,2026-04-09,81540.0,-0.09225924234329122,2.024250226664036
9983.T,Parabolic_SAR,Asia,BUY,2026-06-17,81540.0,0.15528740964423268,2.024250226664036
9983.T,Williams_R,Asia,SELL,2026-06-19,81540.0,2.005570820883899,2.024250226664036
9983.T,ROC_Momentum,Asia,BUY,2026-06-18,81540.0,-0.20654239208849548,2.024250226664036
9983.T,Donchian_Channel,Asia,BUY,2026-05-28,81540.0,0.05891205139231297,2.024250226664036
9983.T,Keltner_Channel,Asia,BUY,2026-05-29,81540.0,-0.19117431988978786,2.024250226664036
4519.T,RSI,Asia,SELL,2026-06-24,7500.0,0.4728087094706461,0.9004692340199583
4519.T,ADX_DI,Asia,BUY,2026-06-24,7500.0,0.12620432365506695,0.9004692340199583
4519.T,ATR_Breakout,Asia,SELL,2026-03-04,7500.0,-0.12529043943585874,0.9004692340199583
4519.T,SMA_Crossover,Asia,SELL,2026-06-19,7500.0,0.16005753180747578,0.9004692340199583
4519.T,EMA_Crossover,Asia,SELL,2026-03-19,7500.0,-0.1380887008845937,0.9004692340199583
4519.T,MACD,Asia,BUY,2026-06-15,7500.0,-0.05550109945730183,0.9004692340199583
4519.T,Bollinger_Mean_Reversion,Asia,SELL,2026-06-17,7500.0,0.7012865401780335,0.9004692340199583
4519.T,Stochastic,Asia,BUY,2026-03-18,7500.0,1.4951493808275733,0.9004692340199583
4519.T,CCI,Asia,BUY,2026-06-11,7500.0,0.7882560853135139,0.9004692340199583
4519.T,MFI,Asia,BUY,2025-06-20,7500.0,0.8062315233303893,0.9004692340199583
4519.T,OBV,Asia,SELL,2026-06-02,7500.0,-0.26703060826513875,0.9004692340199583
4519.T,VWAP,Asia,SELL,2023-07-12,7500.0,-0.17650831434255979,0.9004692340199583
4519.T,Supertrend,Asia,SELL,2026-04-27,7500.0,-0.06692962963700065,0.9004692340199583
4519.T,Parabolic_SAR,Asia,SELL,2026-04-27,7500.0,-0.018033923400826643,0.9004692340199583
4519.T,Williams_R,Asia,BUY,2026-04-30,7500.0,0.8529406435977468,0.9004692340199583
4519.T,ROC_Momentum,Asia,BUY,2026-06-24,7500.0,0.06712982261763646,0.9004692340199583
4519.T,Donchian_Channel,Asia,SELL,2026-06-03,7500.0,-0.22642059902999445,0.9004692340199583
4519.T,Keltner_Channel,Asia,SELL,2026-06-24,7500.0,-0.1410188711625122,0.9004692340199583
4568.T,RSI,Asia,SELL,2026-06-19,2526.5,1.4611603416565107,0.09542192115345632
4568.T,ADX_DI,Asia,SELL,2026-06-24,2526.5,-0.21477801999706045,0.09542192115345632
4568.T,ATR_Breakout,Asia,SELL,2025-10-14,2526.5,0.032424606792449594,0.09542192115345632
4568.T,SMA_Crossover,Asia,SELL,2026-01-06,2526.5,0.20347136000474164,0.09542192115345632
4568.T,EMA_Crossover,Asia,SELL,2025-12-05,2526.5,-0.5532570016998051,0.09542192115345632
4568.T,MACD,Asia,BUY,2026-06-17,2526.5,-0.5290749687175081,0.09542192115345632
4568.T,Bollinger_Mean_Reversion,Asia,SELL,2026-06-18,2526.5,1.675136529553932,0.09542192115345632
4568.T,Stochastic,Asia,BUY,2025-12-10,2526.5,1.757841020947408,0.09542192115345632
4568.T,CCI,Asia,SELL,2026-06-19,2526.5,1.733290582932974,0.09542192115345632
4568.T,MFI,Asia,BUY,2025-11-17,2526.5,-0.22559035342206407,0.09542192115345632
4568.T,OBV,Asia,BUY,2026-06-10,2526.5,-0.35241582682333583,0.09542192115345632
